1,153
369,0
1,149
369,148
1,148
369,154
1,149
369,0
1,148
391,148
1,153
391,446
1,605
195,153
1,297
164,148
1,303
130,148
1,302
174,149
1,148
195,150
1,154
184,149
1,0
174,148
1,150
164,103
1,100
261,99
1,100
329,96
1,100
349,153
1,149
293,148
1,0
329,148
1,154
261,149
1,148
220,148
1,0
246,153
1,0
195,149
1,302
195,155
1,297
164,148
1,303
130,148
1,302
174,149
1,148
195,150
1,154
184,149
1,0
174,148
1,150
164,103
1,100
261,99
1,100
329,96
1,100
349,153
1,149
293,148
1,0
329,148
1,154
261,149
1,148
220,148
1,0
246,153
1,0
195,149
1,752
195,152
1,1053
261,148
1,303
174,148
1,602
164,148
1,451
261,148
1,154
1046,149
1,148
1046,148
1,0
1046,153
1,901
195,152
1,1053
261,148
1,303
174,148
1,454
207,148
1,302
233,149
1,296
261,153
1,1505
195,152
1,1053
261,148
1,303
174,148
1,602
164,148
1,451
261,148
1,154
1046,149
1,148
1046,148
1,0
1046,153
1,901
195,152
1,1053
261,148
1,303
174,148
1,454
207,148
1,302
233,149
1,296
261,153
1,1053
103,153
1,297
155,148
1,303
207,148
1,148
195,153
1,297
130,148
1,600
103,153
1,297
155,148
1,303
207,148
1,1348
103,153
1,297
155,148
1,303
207,148
1,148
195,153
1,297
130,148
1,605
146,155
1,0
146,149
1,148
146,148
1,154
146,149
1,0
146,148
1,148
783,153
1,1051
195,155
1,297
164,148
1,303
130,148
1,302
174,149
1,148
195,150
1,154
184,149
1,0
174,148
1,150
164,103
1,100
261,99
1,100
329,96
1,100
349,153
1,149
293,148
1,0
329,148
1,154
261,149
1,148
220,148
1,0
246,153
1,0
195,149
1,302
195,155
1,297
164,148
1,303
130,148
1,302
174,149
1,148
195,150
1,154
184,149
1,0
174,148
1,150
164,103
1,100
261,99
1,100
329,96
1,100
349,153
1,149
293,148
1,0
329,148
1,154
261,149
1,148
220,148
1,0
246,153
1,0
195,149
1,302
130,155
1,297
184,148
1,303
261,148
1,148
174,153
1,448
261,153
1,448
146,103
1,347
174,113
1,38
195,103
1,300
698,96
1,100
195,153
1,448
261,153
1,451
130,155
1,297
184,148
1,303
261,148
1,148
174,153
1,448
261,153
1,448
195,153
1,298
195,152
1,0
195,104
1,100
220,99
1,100
246,96
1,100
261,153
1,1053
130,153
1,297
184,148
1,303
261,148
1,148
174,153
1,448
261,153
1,448
146,103
1,347
174,113
1,38
195,103
1,300
698,96
1,100
195,153
1,448
261,153
1,451
130,155
1,297
184,148
1,303
261,148
1,148
174,153
1,448
261,153
1,448
195,153
1,298
195,152
1,0
195,104
1,100
220,99
1,100
246,96
1,100
261,153
1,1053
103,153
1,297
155,148
1,303
207,148
1,148
195,153
1,297
130,148
1,600
103,153
1,297
155,148
1,303
207,148
1,1348
103,153
1,297
155,148
1,303
207,148
1,148
195,153
1,297
130,148
1,605
146,155
1,0
146,149
1,148
146,148
1,154
146,149
1,0
146,148
1,148
783,153
1,1051
130,155
1,297
184,148
1,303
261,148
1,148
174,153
1,448
261,153
1,448
146,103
1,347
174,113
1,38
195,103
1,300
698,96
1,100
195,153
1,448
261,153
1,451
130,155
1,297
184,148
1,303
261,148
1,148
174,153
1,448
261,153
1,448
195,153
1,298
195,152
1,0
195,104
1,100
220,99
1,100
246,96
1,100
261,153
1,1046
195,153
1,297
164,148
1,303
130,148
1,302
174,149
1,148
195,150
1,154
184,149
1,0
174,148
1,150
164,103
1,100
261,99
1,100
329,96
1,100
349,153
1,149
293,148
1,0
329,148
1,154
261,149
1,148
220,148
1,0
246,153
1,0
195,149
1,302
195,155
