1,1
659,152
1,0
659,149
1,148
659,148
1,154
523,149
1,0
659,148
1,148
493,153
1,446
195,153
1,451
329,37
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,266
329,77
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,302
130,0
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
659,149
1,148
622,0
1,148
587,0
1,153
493,0
1,149
195,0
1,148
523,0
1,148
698,154
1,149
698,148
1,148
698,0
1,300
195,150
1,152
130,0
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
415,149
1,148
349,302
1,149
329,296
1,451
195,115
1,38
195,39
1,116
130,149
1,148
130,148
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
659,149
1,148
622,0
1,148
587,0
1,153
493,0
1,149
195,0
1,148
523,0
1,148
698,154
1,149
698,148
1,148
698,0
1,300
195,150
1,152
130,0
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
415,149
1,148
349,302
1,149
329,296
1,451
195,115
1,38
195,39
1,116
130,149
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,153
97,149
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,0
1,148
195,0
1,153
130,297
1,148
97,303
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,300
97,151
1,115
369,77
1,116
369,0
1,149
369,148
1,148
369,154
1,149
369,0
1,148
391,148
1,153
391,446
1,566
329,77
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,266
329,77
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,266
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
698,146
1,75
698,113
1,114
698,0
1,153
659,49
1,99
246,100
1,96
523,100
1,153
440,146
1,3
195,147
1,1
349,112
1,38
329,0
1,153
261,146
1,3
195,147
1,115
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
587,146
1,151
587,115
1,38
587,39
1,65
523,100
1,99
493,100
1,96
391,100
1,153
329,146
1,3
195,147
1,1
329,113
1,38
261,39
1,116
523,446
1,153
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
698,146
1,75
698,113
1,114
698,0
1,153
659,49
1,99
246,100
1,96
523,100
1,153
440,146
1,3
195,147
1,1
349,112
1,38
329,0
1,153
261,146
1,3
195,147
1,115
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
587,146
1,151
587,115
1,38
587,39
1,65
523,100
1,99
493,100
1,96
391,100
1,153
329,146
1,3
195,147
1,1
329,113
1,38
261,39
1,116
415,446
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,153
97,149
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,0
1,148
195,0
1,153
130,297
1,148
97,303
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,300
97,151
1,115
369,77
1,116
369,0
1,149
369,148
1,148
369,154
1,149
369,0
1,148
391,148
1,153
391,446
1,566
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
698,146
1,75
698,113
1,114
698,0
1,153
659,49
1,99
246,100
1,96
523,100
1,153
440,146
1,3
195,147
1,1
349,112
1,38
329,0
1,153
261,146
1,3
195,147
1,115
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
587,146
1,151
587,115
1,38
587,39
1,65
523,100
1,99
493,100
1,96
391,100
1,153
329,0
1,149
195,0
1,148
329,0
1,148
261,0
1,600
329,37
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,266
329,77
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,302
130,0
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
659,149
1,148
622,0
1,148
587,0
1,153
493,0
1,149
195,0
1,148
523,0
1,148
698,154
1,149
698,148
1,148
698,0
1,300
195,150
1,152
130,0
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
415,149
1,148
349,302
1,149
329,296
1,451
195,115
1,38
195,39
1,116
130,149
1,148
130,148
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
659,149
1,148
622,0
1,148
587,0
1,153
493,0
1,149
195,0
1,148
523,0
1,148
698,154
1,149
698,148
1,148
698,0
1,300
195,150
1,152
130,0
1,300
659,151
1,1
622,113
1,38
587,39
1,116
493,0
1,149
261,0
1,148
523,0
1,148
174,0
1,153
329,0
1,149
349,0
1,148
391,0
1,148
261,0
1,153
261,146
1,3
329,147
1,1
349,112
1,38
130,0
1,153
415,149
1,148
349,302
1,149
329,296
1,451
195,115
1,38
195,39
1,116
130,149
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,153
97,149
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,0
1,148
195,0
1,153
130,297
1,148
97,303
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,300
97,151
1,115
369,77
1,116
369,0
1,149
369,148
1,148
369,154
1,149
369,0
1,148
391,148
1,153
391,446
1,566
329,77
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,266
329,77
1,116
261,297
1,148
195,303
1,148
261,448
1,150
293,113
1,38
277,300
1,3
261,147
1,152
261,0
1,103
391,100
1,99
493,100
1,96
523,100
1,153
440,149
1,148
493,0
1,148
440,154
1,149
329,148
1,148
349,0
1,153
293,146
1,266
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
698,146
1,75
698,113
1,114
698,0
1,153
659,49
1,99
246,100
1,96
523,100
1,153
440,146
1,3
195,147
1,1
349,112
1,38
329,0
1,153
261,146
1,3
195,147
1,115
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
587,146
1,151
587,115
1,38
587,39
1,65
523,100
1,99
493,100
1,96
391,100
1,153
329,146
1,3
195,147
1,1
329,113
1,38
261,39
1,116
523,446
1,153
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
698,146
1,75
698,113
1,114
698,0
1,153
659,49
1,99
246,100
1,96
523,100
1,153
440,146
1,3
195,147
1,1
349,112
1,38
329,0
1,153
261,146
1,3
195,147
1,115
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
587,146
1,151
587,115
1,38
587,39
1,65
523,100
1,99
493,100
1,96
391,100
1,153
329,146
1,3
195,147
1,1
329,113
1,38
261,39
1,116
415,446
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,153
97,149
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,0
1,148
195,0
1,153
130,297
1,148
97,303
1,148
415,148
1,153
415,0
1,149
415,148
1,148
415,154
1,149
466,0
1,148
391,148
1,153
329,0
1,149
329,148
1,148
261,0
1,300
97,151
1,115
369,77
1,116
369,0
1,149
369,148
1,148
369,154
1,149
369,0
1,148
391,148
1,153
391,446
1,566
523,77
1,116
440,0
1,149
329,148
1,148
195,0
1,153
329,149
1,148
349,148
1,153
523,146
1,3
174,147
1,1
523,112
1,38
349,0
1,153
261,146
1,3
174,147
1,152
391,0
1,153
698,146
1,75
698,113
1,114
698,0
1,153
659,49
1,99
246,100
1,96
523,100
1,153
440,146
